,nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
808,0.099,0.068,0.078,1.5,0.3,9,0.75,0.02,4.0,0.075,80,2.1636,0.0423
809,0.165,0.068,0.078,1.5,0.1,9,0.75,0.06,4.0,0.075,80,2.1594,0.0519
810,0.165,0.068,0.026,1.5,0.3,9,0.75,0.1,4.0,0.075,80,2.195,0.0547
811,0.165,0.068,0.078,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.1443,0.0741
812,0.099,0.068,0.026,1.5,0.3,9,0.75,0.2,4.0,0.075,80,2.3068,0.0462
813,0.165,0.0068,0.026,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.4398,0.1784
814,0.099,0.0204,0.026,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.2955,0.3751
815,0.099,0.0068,0.078,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.3221,0.1179
816,0.033,0.034,0.026,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.4297,0.1016
817,0.033,0.0204,0.026,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.3002,0.1086
818,0.099,0.0204,0.026,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.3313,0.0895
819,0.099,0.0068,0.13,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.271,0.0866
820,0.033,0.0068,0.13,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.2995,0.0746
821,0.033,0.0068,0.026,1.5,0.1,9,1.5,0.06,4.0,0.375,80,2.1761,0.053
822,0.033,0.0068,0.13,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.2265,0.0753
823,0.099,0.0068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.4729,0.1308
824,0.099,0.0204,0.078,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.4122,0.1813
825,0.165,0.0068,0.026,1.5,0.1,9,1.5,0.06,4.0,0.225,80,2.3263,0.1193
826,0.099,0.0068,0.13,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.2741,0.0601
827,0.099,0.0068,0.078,1.5,0.1,9,1.5,0.02,4.0,0.375,80,2.1917,0.1035
828,0.099,0.0204,0.026,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.3103,0.13
829,0.165,0.034,0.078,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.4464,0.1296
830,0.099,0.0068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.375,80,2.196,0.094
831,0.099,0.0204,0.078,1.5,0.1,9,1.5,0.02,4.0,0.375,80,2.128,0.0721
832,0.165,0.0068,0.078,1.5,0.1,9,1.5,0.02,4.0,0.375,80,2.0461,0.0487
833,0.165,0.0068,0.026,1.5,0.3,9,1.5,0.1,4.0,0.075,80,1.9711,0.0225
834,0.099,0.0068,0.13,1.5,0.1,9,1.5,0.02,4.0,0.375,80,2.1163,0.0676
835,0.033,0.034,0.026,1.5,0.3,9,1.5,0.1,4.0,0.075,80,1.9205,0.1032
836,0.33,0.0068,0.078,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.5425,0.0534
837,0.033,0.0068,0.026,1.5,0.3,9,1.5,0.2,4.0,0.075,80,2.0894,0.1209
838,0.165,0.034,0.026,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.5243,0.0132
839,0.165,0.0204,0.078,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.4956,0.0918
840,0.165,0.0204,0.026,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.3081,0.1017
841,0.165,0.034,0.13,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.4349,0.1198
842,0.099,0.034,0.078,1.5,0.1,9,1.5,0.06,4.0,0.225,80,2.41,0.2206
843,0.099,0.0204,0.13,1.5,0.1,9,1.5,0.06,4.0,0.225,80,2.4811,0.1192
844,0.099,0.0204,0.078,1.5,0.3,9,1.5,0.1,4.0,0.075,80,2.1985,0.1377
845,0.099,0.0204,0.13,1.5,0.1,9,1.5,0.02,4.0,0.375,80,2.2113,0.0505
846,0.033,0.034,0.026,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.6844,0.1346
847,0.33,0.0068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.6628,0.1052
848,0.033,0.068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.5993,0.0975
849,0.033,0.0068,0.26,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.5231,0.0743
850,0.165,0.0204,0.078,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.5072,0.148
851,0.165,0.034,0.026,1.5,0.1,9,1.5,0.06,4.0,0.375,80,2.589,0.0534
852,0.099,0.034,0.078,1.5,0.1,9,1.5,0.06,4.0,0.375,80,2.4599,0.0219
853,0.033,0.0204,0.13,1.5,0.1,9,1.5,0.1,4.0,0.375,80,2.5348,0.1078
854,0.165,0.0068,0.13,1.5,0.3,9,1.5,0.1,4.0,0.075,80,2.1862,0.305
855,0.099,0.0204,0.13,1.5,0.3,9,1.5,0.1,4.0,0.075,80,2.337,0.0925
856,0.165,0.034,0.026,1.5,0.3,9,1.5,0.06,4.0,0.225,80,1.9396,0.1442
857,0.099,0.034,0.026,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.9309,0.0401
858,0.099,0.0204,0.078,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.7213,0.1079
859,0.165,0.068,0.078,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.7073,0.037
860,0.033,0.0068,0.078,1.5,0.1,9,1.5,0.2,4.0,0.375,80,2.4178,0.0588
861,0.33,0.034,0.026,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.5078,0.1678
862,0.33,0.0204,0.078,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.6547,0.0718
863,0.099,0.0068,0.078,1.5,0.3,9,1.5,0.2,4.0,0.075,80,2.4222,0.2419
864,0.033,0.0204,0.26,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.4718,0.1196
865,0.033,0.068,0.13,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.7388,0.1263
866,0.165,0.0068,0.26,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.4087,0.1411
867,0.033,0.034,0.26,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.5096,0.1332
868,0.099,0.034,0.078,1.5,0.1,9,1.5,0.1,4.0,0.375,80,2.4363,0.1397
869,0.165,0.0204,0.078,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.8614,0.0296
870,0.165,0.0204,0.026,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.6728,0.1187
871,0.165,0.0068,0.078,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.6481,0.1017
872,0.33,0.034,0.078,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.6628,0.0392
873,0.33,0.0204,0.078,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.7312,0.0608
874,0.165,0.068,0.078,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.5664,0.1846
875,0.099,0.0204,0.026,1.5,0.1,9,1.5,0.2,4.0,0.375,80,2.2815,0.0964
876,0.33,0.0204,0.13,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.4976,0.0523
877,0.033,0.034,0.026,1.5,0.1,9,1.5,0.2,4.0,0.375,80,2.4545,0.0226
878,0.33,0.0068,0.13,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.525,0.0346
879,0.33,0.034,0.13,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.4854,0.159
880,0.165,0.0068,0.026,1.5,0.1,9,1.5,0.2,4.0,0.375,80,2.313,0.3127
881,0.165,0.068,0.13,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.477,0.1522
882,0.33,0.034,0.078,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.2414,0.1253
883,0.099,0.068,0.078,1.5,0.1,9,1.5,0.06,4.0,0.225,80,2.4938,0.0461
884,0.099,0.0204,0.078,1.5,0.3,9,1.5,0.2,4.0,0.075,80,2.276,0.0468
885,0.165,0.068,0.026,1.5,0.1,9,1.5,0.02,4.0,0.375,80,2.418,0.0806
886,0.33,0.034,0.026,1.5,0.1,9,1.5,0.02,4.0,0.375,80,2.4593,0.2131
887,0.099,0.068,0.026,1.5,0.1,9,1.5,0.06,4.0,0.375,80,2.2167,0.1845
888,0.033,0.068,0.026,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.6669,0.0376
889,0.33,0.0068,0.026,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.8709,0.0353
890,0.165,0.034,0.078,1.5,0.1,9,1.5,0.1,4.0,0.375,80,2.3906,0.1481
891,0.165,0.034,0.13,1.5,0.3,9,1.5,0.1,4.0,0.075,80,2.1308,0.1327
892,0.33,0.034,0.13,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.4763,0.1862
893,0.165,0.068,0.13,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.4349,0.0707
894,0.099,0.0204,0.078,1.5,0.1,9,1.5,0.2,4.0,0.375,80,2.2755,0.111
895,0.099,0.068,0.078,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.4921,0.137
896,0.33,0.0204,0.13,1.5,0.1,9,1.5,0.06,4.0,0.225,80,2.2652,0.2318
897,0.165,0.068,0.078,1.5,0.3,9,1.5,0.06,4.0,0.075,80,1.9594,0.1687
898,0.099,0.068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.375,80,2.2188,0.1807
899,0.099,0.068,0.026,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.5376,0.2463
900,0.33,0.068,0.078,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.4614,0.1685
901,0.33,0.0068,0.078,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.5193,0.2027
902,0.33,0.0204,0.26,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.3624,0.1219
903,0.33,0.0068,0.026,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.6835,0.2026
904,0.165,0.034,0.026,1.5,0.1,9,1.5,0.2,4.0,0.375,80,2.293,0.157
905,0.099,0.034,0.078,1.5,0.1,9,1.5,0.2,4.0,0.375,80,2.2616,0.1928
906,0.165,0.068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.375,80,2.3809,0.0938
907,0.33,0.068,0.078,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.4572,0.2651
908,0.33,0.0204,0.078,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.6027,0.0531
909,0.33,0.068,0.026,1.5,0.1,9,1.5,0.06,4.0,0.225,80,2.2969,0.1084
910,0.033,0.068,0.078,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.1392,0.1987
911,0.33,0.034,0.13,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.4856,0.1093
912,0.33,0.068,0.13,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.5275,0.0938
913,0.099,0.068,0.078,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.5409,0.119
914,0.33,0.068,0.13,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.4909,0.1034
915,0.165,0.0068,0.026,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.2258,0.242
916,0.099,0.0204,0.026,1.5,0.1,9,0.75,0.06,4.0,0.075,80,2.3039,0.1469
917,0.165,0.0068,0.078,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.4212,0.0426
918,0.099,0.0204,0.026,1.5,0.1,9,0.75,0.02,4.0,0.225,80,2.3568,0.069
919,0.033,0.034,0.078,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.41,0.1124
920,0.033,0.0068,0.078,1.5,0.1,9,0.75,0.06,4.0,0.225,80,2.269,0.0805
921,0.165,0.0068,0.026,1.5,0.1,9,0.75,0.06,4.0,0.225,80,2.2518,0.0853
922,0.033,0.034,0.026,1.5,0.1,9,0.75,0.06,4.0,0.225,80,2.2451,0.0773
923,0.033,0.0068,0.026,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.2693,0.2237
924,0.165,0.034,0.026,1.5,0.1,9,0.75,0.02,4.0,0.225,80,2.4431,0.1087
925,0.033,0.0068,0.078,1.5,0.1,9,0.75,0.1,4.0,0.375,80,2.3197,0.0972
926,0.165,0.0204,0.026,1.5,0.1,9,0.75,0.06,4.0,0.375,80,2.3597,0.0697
927,0.165,0.0204,0.078,1.5,0.1,9,0.75,0.02,4.0,0.375,80,2.3285,0.0916
928,0.033,0.0204,0.078,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.3376,0.0434
929,0.099,0.034,0.13,1.5,0.1,9,0.75,0.06,4.0,0.225,80,2.2652,0.0478
930,0.165,0.0204,0.026,1.5,0.1,9,0.75,0.1,4.0,0.375,80,2.2277,0.1493
931,0.099,0.034,0.026,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.6532,0.1262
932,0.165,0.0068,0.026,1.5,0.1,9,0.75,0.2,4.0,0.225,80,2.1716,0.5242
933,0.099,0.0068,0.078,1.5,0.1,9,0.75,0.2,4.0,0.225,80,2.2318,0.3808
934,0.33,0.0068,0.078,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.5519,0.0497
935,0.165,0.0204,0.13,1.5,0.1,9,0.75,0.1,4.0,0.225,80,2.2337,0.0144
936,0.165,0.034,0.078,1.5,0.1,9,0.75,0.06,4.0,0.375,80,2.1755,0.0407
937,0.165,0.0204,0.078,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.4873,0.0353
938,0.33,0.034,0.026,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.4969,0.0166
939,0.33,0.0068,0.13,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.3588,0.0699
940,0.033,0.0204,0.078,1.5,0.1,9,0.75,0.2,4.0,0.375,80,2.2861,0.0222
941,0.165,0.0068,0.078,1.5,0.3,9,0.75,0.2,4.0,0.075,80,1.988,0.1018
942,0.33,0.034,0.078,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.3482,0.0814
943,0.099,0.0204,0.13,1.5,0.1,9,0.75,0.2,4.0,0.225,80,2.3025,0.0486
944,0.33,0.034,0.026,1.5,0.1,9,0.75,0.1,4.0,0.225,80,2.3984,0.0535
945,0.033,0.034,0.13,1.5,0.1,9,0.75,0.2,4.0,0.225,80,2.2364,0.0458
946,0.33,0.0204,0.078,1.5,0.1,9,0.75,0.1,4.0,0.225,80,2.2728,0.078
947,0.165,0.068,0.13,1.5,0.1,9,0.75,0.06,4.0,0.075,80,2.2842,0.0948
948,0.33,0.0204,0.26,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.1762,0.0566
949,0.165,0.0204,0.078,1.5,0.1,9,0.75,0.2,4.0,0.375,80,2.2072,0.0535
950,0.33,0.068,0.13,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.3179,0.0369
951,0.165,0.034,0.13,1.5,0.1,9,0.75,0.2,4.0,0.225,80,2.1423,0.121
952,0.033,0.0068,0.026,1.5,0.1,9,1.5,0.1,2.0,0.075,80,2.1826,0.0133
953,0.033,0.0204,0.026,1.5,0.1,9,1.5,0.1,2.0,0.075,80,2.2248,0.012
954,0.033,0.034,0.026,1.5,0.1,9,1.5,0.06,2.0,0.075,80,2.1601,0.0247
955,0.099,0.0068,0.026,1.5,0.1,9,1.5,0.2,1.2,0.075,80,1.8886,0.004
956,0.165,0.0068,0.078,1.5,0.1,9,1.5,0.06,2.0,0.075,80,2.0268,0.11
957,0.033,0.068,0.026,1.5,0.1,9,1.5,0.06,2.0,0.075,80,1.9943,0.0228
958,0.165,0.0068,0.13,1.5,0.1,9,1.5,0.1,2.0,0.075,80,1.8023,0.0249
959,0.099,0.0204,0.026,1.5,0.1,9,1.5,0.2,2.0,0.075,80,2.0498,0.0248
960,0.033,0.0068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.4503,0.0352
961,0.099,0.0204,0.026,1.5,0.1,9,1.5,0.2,2.0,0.225,80,2.0598,0.0653
962,0.099,0.0068,0.078,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.2929,0.0449
963,0.33,0.034,0.026,1.5,0.1,9,1.5,0.1,2.0,0.075,80,2.0525,0.1058
964,0.165,0.034,0.026,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.3164,0.0175
965,0.099,0.0204,0.078,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.1324,0.0622
966,0.165,0.034,0.026,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.28,0.0806
967,0.099,0.034,0.026,1.5,0.1,9,1.5,0.06,4.0,0.225,80,2.1525,0.0745
968,0.033,0.0204,0.078,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.1281,0.0354
969,0.165,0.0068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.2782,0.1495
970,0.099,0.0204,0.13,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.1181,0.0741
971,0.33,0.068,0.026,1.5,0.1,9,1.5,0.06,2.0,0.075,80,2.0389,0.0202
972,0.33,0.0204,0.026,1.5,0.1,9,1.5,0.02,4.0,0.075,80,2.1941,0.061
973,0.033,0.0204,0.26,1.5,0.1,9,1.5,0.02,4.0,0.075,80,1.7645,0.2687
974,0.099,0.034,0.026,1.5,0.1,9,1.5,0.06,4.0,0.375,80,1.7504,0.4917
975,0.099,0.0204,0.078,1.5,0.1,9,1.5,0.06,4.0,0.375,80,1.9793,0.0943
976,0.099,0.068,0.026,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.2126,0.0194
977,0.33,0.0068,0.026,1.5,0.1,9,1.5,0.06,4.0,0.225,80,2.2616,0.1125
978,0.033,0.0068,0.078,1.5,0.3,9,1.5,0.2,4.0,0.075,80,1.7056,0.0211
979,0.165,0.0068,0.078,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.2252,0.0201
980,0.099,0.068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.2287,0.0938
981,0.33,0.0204,0.026,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.305,0.0735
982,0.099,0.068,0.078,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.1456,0.1548
983,0.165,0.0068,0.026,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.0769,0.1117
984,0.099,0.0204,0.026,1.5,0.3,9,1.5,0.2,4.0,0.075,80,1.5946,0.0496
985,0.33,0.0068,0.078,1.5,0.1,9,1.5,0.02,4.0,0.375,80,1.9725,0.1682
986,0.099,0.034,0.13,1.5,0.1,9,1.5,0.1,4.0,0.225,80,1.9752,0.086
987,0.165,0.0204,0.078,1.5,0.1,9,1.5,0.1,4.0,0.375,80,1.9205,0.0317
988,0.099,0.034,0.26,1.5,0.1,9,1.5,0.06,4.0,0.075,80,1.9988,0.0597
989,0.33,0.0204,0.026,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.2341,0.1069
990,0.33,0.0068,0.078,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.1496,0.0646
991,0.165,0.0204,0.13,1.5,0.1,9,1.5,0.1,4.0,0.375,80,1.9639,0.0102
992,0.165,0.0204,0.13,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.2552,0.0406
993,0.165,0.034,0.026,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.2128,0.0523
994,0.099,0.034,0.26,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.0733,0.0713
995,0.033,0.068,0.13,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.0805,0.1248
996,0.165,0.0204,0.26,1.5,0.1,9,1.5,0.06,4.0,0.225,80,1.9275,0.0561
997,0.33,0.0204,0.026,1.5,0.1,9,1.5,0.1,4.0,0.375,80,1.9832,0.049
998,0.099,0.034,0.26,1.5,0.1,9,1.5,0.06,4.0,0.225,80,1.9392,0.0684
999,0.033,0.034,0.13,1.5,0.3,9,1.5,0.2,4.0,0.075,80,1.7432,0.009
1000,0.099,0.034,0.13,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.0989,0.0786
1001,0.099,0.034,0.26,1.5,0.1,9,1.5,0.1,4.0,0.225,80,1.9876,0.1411
1002,0.165,0.0068,0.13,1.5,0.1,9,1.5,0.2,4.0,0.375,80,1.8907,0.1066
1003,0.33,0.0204,0.13,1.5,0.1,9,1.5,0.06,4.0,0.375,80,1.924,0.058
1004,0.165,0.068,0.026,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.4633,0.1306
1005,0.099,0.0204,0.26,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.1296,0.0499
1006,0.099,0.068,0.026,1.5,0.3,9,1.5,0.2,4.0,0.075,80,1.6321,0.0736
1007,0.033,0.068,0.078,1.5,0.3,9,1.5,0.2,4.0,0.075,80,1.8397,0.0933
1008,0.165,0.034,0.26,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.0056,0.0458
1009,0.33,0.034,0.13,1.5,0.1,9,1.5,0.06,4.0,0.375,80,1.9469,0.0643
1010,0.165,0.068,0.026,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.2292,0.0548
1011,0.33,0.0204,0.078,1.5,0.1,9,1.5,0.2,4.0,0.225,80,2.1529,0.0241
1012,0.33,0.068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.3193,0.1248
1013,0.33,0.0204,0.026,1.5,0.1,9,1.5,0.2,4.0,0.375,80,2.1215,0.2133
1014,0.33,0.0204,0.26,1.5,0.1,9,1.5,0.06,4.0,0.225,80,1.9952,0.1664
1015,0.33,0.0204,0.078,1.5,0.1,9,1.5,0.2,4.0,0.375,80,2.1736,0.0562
1016,0.165,0.068,0.26,1.5,0.1,9,1.5,0.2,4.0,0.075,80,2.1608,0.1899
